"STD_YM","CTPV_CD","KDML_SP_CD","INDTY_CGR_NM","CTPV_NM","AVG_US_COUT"
"202207","41","1","중식","경기도","318"
"202207","41","1","카페/패스트푸드","경기도","567"
"202207","41","1","편의점","경기도","508"
"202207","41","1","한식","경기도","3042"
"202207","42","1","분식","강원도","9"
"202207","42","1","양식","강원도","1"
"202207","42","1","일식","강원도","152"
"202207","42","1","중식","강원도","184"
"202207","42","1","카페/패스트푸드","강원도","112"
"202207","42","1","한식","강원도","1065"
"202207","43","1","중식","충청북도","8"
"202207","43","1","카페/패스트푸드","충청북도","48"
"202207","43","1","편의점","충청북도","98"
"202207","43","1","한식","충청북도","1883"
"202207","44","1","분식","충청남도","72"
"202207","44","1","양식","충청남도","2"
"202207","44","1","중식","충청남도","318"
"202207","44","1","카페/패스트푸드","충청남도","286"
"202207","44","1","편의점","충청남도","154"
"202207","44","1","한식","충청남도","2011"
"202207","45","1","한식","전라북도","692"
"202207","46","1","분식","전라남도","4"
"202207","46","1","양식","전라남도","2"
"202207","46","1","중식","전라남도","33"
"202207","46","1","카페/패스트푸드","전라남도","89"
"202207","46","1","편의점","전라남도","113"
"202207","46","1","한식","전라남도","58"
"202207","47","1","분식","경상북도","16"
"202207","47","1","중식","경상북도","23"
"202207","47","1","카페/패스트푸드","경상북도","485"
"202207","47","1","편의점","경상북도","854"
"202207","47","1","한식","경상북도","392"
"202207","48","1","분식","경상남도","1"
"202207","48","1","중식","경상남도","28"
"202207","48","1","카페/패스트푸드","경상남도","12"
"202207","48","1","한식","경상남도","2561"
"202207","50","1","중식","제주특별자치도","6"
"202207","50","1","카페/패스트푸드","제주특별자치도","307"
"202207","50","1","편의점","제주특별자치도","8"
"202207","50","1","한식","제주특별자치도","833"
"202208","11","1","동남아","서울특별시","249"
"202208","11","1","분식","서울특별시","427"
"202208","11","1","양식","서울특별시","357"
"202208","11","1","일식","서울특별시","346"
"202208","11","1","중식","서울특별시","867"
"202208","11","1","카페/패스트푸드","서울특별시","2007"
"202208","11","1","편의점","서울특별시","1120"
"202208","11","1","한식","서울특별시","3891"
"202208","26","1","동남아","부산광역시","36"
"202208","26","1","분식","부산광역시","83"
"202208","26","1","양식","부산광역시","196"
"202208","26","1","일식","부산광역시","215"
"202208","26","1","중식","부산광역시","137"
"202208","26","1","카페/패스트푸드","부산광역시","549"
"202208","26","1","편의점","부산광역시","87"
"202208","26","1","한식","부산광역시","1039"
"202208","27","1","분식","대구광역시","2"
"202208","27","1","일식","대구광역시","65"
"202208","27","1","중식","대구광역시","52"
"202208","27","1","카페/패스트푸드","대구광역시","186"
"202208","27","1","편의점","대구광역시","223"
"202208","27","1","한식","대구광역시","548"
"202208","28","1","동남아","인천광역시","105"
"202208","28","1","분식","인천광역시","105"
"202208","28","1","양식","인천광역시","79"
"202208","28","1","일식","인천광역시","36"
"202208","28","1","중식","인천광역시","168"
"202208","28","1","카페/패스트푸드","인천광역시","365"
"202208","28","1","편의점","인천광역시","29"
"202208","28","1","한식","인천광역시","2439"
"202208","29","1","양식","광주광역시","11"
"202208","29","1","중식","광주광역시","23"
"202208","29","1","카페/패스트푸드","광주광역시","269"
"202208","29","1","편의점","광주광역시","12"
"202208","29","1","한식","광주광역시","1378"
"202208","30","1","분식","대전광역시","7"
"202208","30","1","양식","대전광역시","73"
"202208","30","1","일식","대전광역시","1"
"202208","30","1","중식","대전광역시","298"
"202208","30","1","카페/패스트푸드","대전광역시","191"
"202208","30","1","편의점","대전광역시","280"
"202208","30","1","한식","대전광역시","377"
"202208","31","1","양식","울산광역시","1"
"202208","31","1","중식","울산광역시","1"
"202208","36","1","일식","세종특별자치시","3"
"202208","36","1","중식","세종특별자치시","8"
"202208","36","1","카페/패스트푸드","세종특별자치시","16"
"202208","36","1","한식","세종특별자치시","120"
"202208","41","1","동남아","경기도","66"
"202208","41","1","분식","경기도","119"
"202208","41","1","양식","경기도","102"
"202208","41","1","일식","경기도","289"
"202208","41","1","중식","경기도","314"
"202208","41","1","카페/패스트푸드","경기도","529"
"202208","41","1","편의점","경기도","502"
"202208","41","1","한식","경기도","3608"
"202208","42","1","분식","강원도","5"
"202208","42","1","양식","강원도","17"
"202208","42","1","일식","강원도","67"
"202208","42","1","중식","강원도","351"
"202208","42","1","카페/패스트푸드","강원도","117"
"202208","42","1","한식","강원도","839"
"202208","43","1","중식","충청북도","27"
"202208","43","1","카페/패스트푸드","충청북도","42"
"202208","43","1","편의점","충청북도","80"
"202208","43","1","한식","충청북도","1787"
"202208","44","1","분식","충청남도","61"
"202208","44","1","양식","충청남도","4"
"202208","44","1","일식","충청남도","19"
"202208","44","1","중식","충청남도","281"
"202208","44","1","카페/패스트푸드","충청남도","224"
"202208","44","1","편의점","충청남도","106"
"202208","44","1","한식","충청남도","1796"
"202208","45","1","한식","전라북도","731"
"202208","46","1","분식","전라남도","7"
"202208","46","1","양식","전라남도","1"
"202208","46","1","중식","전라남도","16"
"202208","46","1","카페/패스트푸드","전라남도","34"
"202208","46","1","편의점","전라남도","29"
"202208","46","1","한식","전라남도","621"
"202208","47","1","분식","경상북도","15"
"202208","47","1","중식","경상북도","22"
"202208","47","1","카페/패스트푸드","경상북도","517"
"202208","47","1","편의점","경상북도","682"
"202208","47","1","한식","경상북도","602"
"202208","48","1","중식","경상남도","24"
"202208","48","1","카페/패스트푸드","경상남도","10"
"202208","48","1","한식","경상남도","2965"
"202208","50","1","중식","제주특별자치도","8"
"202208","50","1","카페/패스트푸드","제주특별자치도","299"
"202208","50","1","편의점","제주특별자치도","8"
"202208","50","1","한식","제주특별자치도","880"
"202209","11","1","동남아","서울특별시","248"
"202209","11","1","분식","서울특별시","417"
"202209","11","1","양식","서울특별시","346"
"202209","11","1","일식","서울특별시","329"
"202209","11","1","중식","서울특별시","822"
"202209","11","1","카페/패스트푸드","서울특별시","1928"
"202209","11","1","편의점","서울특별시","996"
"202209","11","1","한식","서울특별시","3732"
"202209","26","1","동남아","부산광역시","46"
"202209","26","1","분식","부산광역시","86"
"202209","26","1","양식","부산광역시","104"
"202209","26","1","일식","부산광역시","196"
"202209","26","1","중식","부산광역시","161"
"202209","26","1","카페/패스트푸드","부산광역시","498"
"202209","26","1","편의점","부산광역시","98"
"202209","26","1","한식","부산광역시","938"
"202209","27","1","분식","대구광역시","3"
"202209","27","1","양식","대구광역시","27"
"202209","27","1","일식","대구광역시","45"
"202209","27","1","중식","대구광역시","39"
"202209","27","1","카페/패스트푸드","대구광역시","259"
"202209","27","1","편의점","대구광역시","207"
"202209","27","1","한식","대구광역시","455"
"202209","28","1","동남아","인천광역시","84"
"202209","28","1","분식","인천광역시","46"
"202209","28","1","양식","인천광역시","70"
"202209","28","1","일식","인천광역시","46"
"202209","28","1","중식","인천광역시","157"
"202209","28","1","카페/패스트푸드","인천광역시","378"
"202209","28","1","편의점","인천광역시","26"
"202209","28","1","한식","인천광역시","2330"
"202209","29","1","분식","광주광역시","6"
"202209","29","1","양식","광주광역시","8"
"202209","29","1","일식","광주광역시","1"
"202209","29","1","중식","광주광역시","29"
"202209","29","1","카페/패스트푸드","광주광역시","438"
"202209","29","1","편의점","광주광역시","24"
"202209","29","1","한식","광주광역시","1460"
"202209","30","1","분식","대전광역시","10"
"202209","30","1","양식","대전광역시","110"
"202209","30","1","중식","대전광역시","150"
"202209","30","1","카페/패스트푸드","대전광역시","183"
"202209","30","1","편의점","대전광역시","292"
"202209","30","1","한식","대전광역시","277"
"202209","31","1","분식","울산광역시","2"
"202209","31","1","양식","울산광역시","1"
"202209","31","1","일식","울산광역시","9"
"202209","31","1","중식","울산광역시","10"
"202209","31","1","카페/패스트푸드","울산광역시","31"
"202209","31","1","한식","울산광역시","8"
"202209","36","1","일식","세종특별자치시","22"
"202209","36","1","중식","세종특별자치시","23"
"202209","36","1","카페/패스트푸드","세종특별자치시","21"
"202209","36","1","한식","세종특별자치시","182"
"202209","41","1","동남아","경기도","68"
"202209","41","1","분식","경기도","124"
"202209","41","1","양식","경기도","87"
"202209","41","1","일식","경기도","266"
"202209","41","1","중식","경기도","281"
"202209","41","1","카페/패스트푸드","경기도","508"
"202209","41","1","편의점","경기도","427"
"202209","41","1","한식","경기도","3653"
"202209","42","1","분식","강원도","8"
"202209","42","1","양식","강원도","9"
"202209","42","1","일식","강원도","38"
"202209","42","1","중식","강원도","338"
"202209","42","1","카페/패스트푸드","강원도","58"
"202209","42","1","한식","강원도","685"
"202209","43","1","중식","충청북도","17"
"202209","43","1","카페/패스트푸드","충청북도","53"
"202209","43","1","편의점","충청북도","120"
"202209","43","1","한식","충청북도","1457"
"202209","44","1","분식","충청남도","41"
"202209","44","1","양식","충청남도","3"
"202209","44","1","일식","충청남도","21"
"202209","44","1","중식","충청남도","266"
"202209","44","1","카페/패스트푸드","충청남도","314"
"202209","44","1","편의점","충청남도","84"
"202209","44","1","한식","충청남도","1849"
"202209","45","1","한식","전라북도","730"
"202209","46","1","분식","전라남도","4"
"202209","46","1","중식","전라남도","9"
"202209","46","1","카페/패스트푸드","전라남도","20"
"202209","46","1","편의점","전라남도","2"
"202209","46","1","한식","전라남도","1901"
"202209","47","1","분식","경상북도","24"
"202209","47","1","중식","경상북도","19"
"202209","47","1","카페/패스트푸드","경상북도","368"
"202209","47","1","편의점","경상북도","651"
"202209","47","1","한식","경상북도","435"
"202209","48","1","분식","경상남도","1"
"202209","48","1","중식","경상남도","37"
"202209","48","1","카페/패스트푸드","경상남도","23"
"202209","48","1","한식","경상남도","3028"
"202209","50","1","중식","제주특별자치도","6"
"202209","50","1","카페/패스트푸드","제주특별자치도","302"
"202209","50","1","편의점","제주특별자치도","16"
"202209","50","1","한식","제주특별자치도","859"
